Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Jordan,JOR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,168.0396069,162.1790326,167.6887263,170.4655015,166.4679959,133.851647,97.45881334,96.17947913,111.7044442,93.4563216,69.1021571,52.01229937,41.04085174,25.65548446,19.51719966,17.65558829,14.52867682,7.001564545,10.5334232,13.665629,11.38900767,12.92987553,25.50766191,26.43848116,29.75575406,27.84212777,33.30582979,26.29628695,34.1716191,31.10743073,26.70618509,31.62619181,42.95145366,42.23771413,42.77672494,50.38808446,53.32172372,64.53813798,85.04101428,80.69616437,69.20133111,48.26013087,60.10491593,66.51627138,64.73780536,57.33377871,,,,,,,
Japan,JPN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16317327,43.59737749,44.26091282,67.07479008,54.50757307,32.35404167,30.31546169,16.28351424,16.33563546,17.03533261,21.36376986,27.91391226,16.11814467,25.69518238,18.33012797,18.62784989,21.12521052,23.72180155,23.49812514,20.83571936,16.46131054,18.51428562,18.15001436,18.07503646,19.3085448,19.69655344,18.18008111,22.07303376,21.37736228,21.68926333,
Kenya,KEN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,34.33382461,34.75703186,27.58863141,16.76801319,13.4400268,18.45024822,31.69503442,16.96763483,24.5698874,15.90621324,8.14171386,7.366879872,11.2016619,11.80086267,9.966234562,9.655393537,5.09021013,5.102790069,5.37632996,3.346702148,1.947251484,1.153189282,6.141375118,8.255296868,5.257251821,11.38771297,12.54586574,11.47637097,12.13181899,14.60621374,19.38005595,17.52236547,22.07145905,21.96946686,27.67396181,35.95530286,44.28605077,37.42895204,44.83607955,48.62964502,42.472666,48.27372028,47.90302722,46.56181594,37.98501759,35.8723664,27.18016055,25.97325262,26.06742935,21.81292754,23.02535375,19.17456464,
Kyrgyz Republic,KGZ,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51771374,5.861342076,21.92606416,12.33085582,14.48864701,12.46883594,13.70269616,13.51260628,15.70885748,16.21102591,18.58469833,22.04511349,27.13608994,31.47615253,40.86850039,33.76796318,38.46576114,41.77199684,33.3395576,34.24015379,32.84410496,26.86956711,23.02998366,24.67897379,26.77961666,26.42089021,28.72520558,32.40620195,32.9155604,29.38051208,
Cambodia,KHM,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.458773316,6.797534814,10.35502109,13.86654806,15.46127404,21.95240327,24.6275309,29.00052795,32.0060449,38.18755174,36.63181814,38.68974024,39.46317335,46.53082813,95.18758773,99.65792826,99.46422367,95.17790396,87.25154858,70.5213675,65.59090326,73.41481611,78.14242063,90.56214513,106.7121343,107.9873125,122.1895464,121.2271025,101.094875,79.2196802,
Kiribati,KIR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,13.61424121,20.4442996,26.68391844,21.0652129,13.57067806,15.93554569,16.71701029,20.07469112,22.49607117,17.37703866,11.89757056,7.678592702,7.228465261,9.825924976,9.669272655,8.703170432,9.16690834,8.046536815,8.071332924,9.91404946,12.89093315,17.84327977,20.89306875,17.71763657,20.32537668,22.98307069,22.73500273,19.27236081,17.46326641,17.7163094,17.92312837,18.70120647,21.07374203,23.85986717,29.69877815,36.20703068,50.09092836,51.45396162,56.59514272,57.31130209,59.09655691,57.02950658,50.97864341,47.80670529,44.91618598,45.24814385,44.53942328,42.36199341,40.80296343,42.66037831,42.90408359,40.00574653,
Lao PDR,LAO,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048256944,0.562981589,0.473586744,1.852955571,2.400274029,3.505951175,3.258433195,4.57513042,7.786112555,5.036812875,4.763407005,5.280799924,5.700688701,6.064936493,7.145712459,11.30243159,10.04315514,9.975324481,12.69181704,14.65347075,15.9498409,16.03147945,18.43368824,16.84281755,17.42095032,13.23342924,12.79462921,9.181727982,6.767691282,7.492675182,6.177269402,5.854807126,9.240107138,10.138353,8.42331205,
Lebanon,LBN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,879.3925988,1498.793835,2672.38918,6081.802657,5461.114627,6516.988311,5809.360017,2119.997839,2253.147027,1376.577672,834.3930431,940.3557214,589.0704563,405.7128886,466.8270734,472.3631699,501.6315227,479.3213249,449.6234844,235.6059584,290.3105826,251.9099047,433.4056191,348.8265418,272.2146779,232.3097727,169.8685148,132.0770171,123.0685954,84.11513236,55.84458159,59.4241704,85.93900952,69.17113332,72.92736997,79.41650905,79.45065941,64.22164463,84.81151794,93.00852923,96.36579218,94.27228654,77.05870319,78.61182032,71.1405227,77.55166802,74.71341521,65.7633672,70.66081413,61.62006195,52.67423734,48.44771473,
Liberia,LBR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,11.55639582,10.73886892,8.233582986,9.361047921,4.067386142,9.217190001,0.794826273,1.024865743,0.717163074,2.026312238,0.321860097,0.121417929,0.171663759,0.027585161,0.020933512,0.419548231,,0.059797463,0.044894982,0.105585264,0.214118571,1.128450586,0.015531609,0.01745369,0.024073799,0.016653884,0.009438698,0.01581952,0.100140617,0.203059339,0.48524937,0.642828613,1.717393912,3.159348843,5.089176279,20.12977431,105.5345797,113.0199729,117.8647369,111.1053988,73.22198757,66.95949911,61.66520583,52.40927802,28.69373918,23.45135624,23.32335792,37.91033492,31.49386855,
Libya,LBY,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,49.05666858,47.95546004,46.91456917,61.01378153,54.73069121,78.95269225,65.91312274,56.82326243,58.17621728,56.31761461,59.19949676,56.60396249,59.53029971,50.8727756,49.18384965,39.65556873,39.8726322,38.30277727,39.58542963,34.72416181,34.39893699,32.01886273,31.55544916,36.54109735,27.52872485,35.81052326,31.95726815,17.0401286,39.83420567,35.27053434,46.82274903,53.60888752,40.10185332,47.97134745,59.91543109,56.19653166,51.7397391,46.43808051,40.82944714,31.52758737,48.51563558,42.78852295,
Latin America & Caribbean,LCN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,17.39933582,23.96785699,31.32560655,32.82885554,26.26597065,25.0416644,22.67385493,23.21786583,26.30380403,20.73135814,14.95598881,10.5708153,9.918246681,12.25528601,12.48383965,10.71923928,11.0288584,9.142048542,9.459382074,12.04665793,15.14227804,19.14148946,21.88577576,18.71547506,20.80041391,24.17143109,23.87214336,19.9388875,18.27029554,18.61014431,18.39584291,19.15643819,22.34324883,25.20060861,31.46479496,38.39785727,49.88847622,49.83276617,52.37975938,51.99195549,52.82824446,51.07011423,45.5464143,42.93261594,39.78451685,39.73005966,39.22312873,40.30176437,38.79088974,40.82586395,42.90305901,40.00386824,
Least developed countries: UN classification,LDC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,22.74307825,25.47383036,24.64940555,18.64889323,11.84400491,11.984706,10.87282625,8.800103366,10.4437432,8.559349256,6.363262513,4.789119668,4.939521791,3.833856653,3.370085678,3.943249792,4.197049146,4.441940397,3.66826266,4.05426339,4.967973549,5.452540072,5.797403594,6.942084803,6.816634671,7.417792807,7.904523323,7.436134384,8.362696388,10.46515713,11.660969,13.06082847,14.3233438,17.29356168,19.39633714,31.0563182,37.13846086,42.10804338,43.21016401,47.08092654,47.51749999,50.23641837,46.99747153,41.55964445,37.97976324,36.09690281,33.72608053,33.64573195,33.91434062,35.54302953,,,
Low income,LIC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,22.11824732,23.87429067,28.56368785,20.40598638,12.65070089,11.92534872,11.2744349,9.213174285,9.56763321,7.524863648,5.995812824,3.98023173,3.754111522,3.249722682,3.009775972,3.801969086,3.295197993,3.344836427,2.923189867,3.076019923,3.424987105,2.864988294,2.707771597,3.391270456,4.853378136,5.922093651,6.618336111,5.802414656,7.341324886,9.552506347,11.74013091,13.55764218,13.86113878,17.66803141,19.05443062,26.84187715,29.23244827,54.33719672,54.570509,60.36673463,34.24283198,33.30936332,27.49428182,25.36930146,19.45048785,16.64101164,18.06858386,22.13951595,,,,,
Liechtenstein,LIE,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,9.674934347,10.72670964,13.7112697,9.899902608,7.022320598,9.804451927,25.62894127,29.46477935,35.1494667,15.28261796,15.71743743,14.44628559,11.1045405,17.68169105,13.30812594,9.2296707,6.509854943,4.755157319,5.195667896,7.618743714,11.0051478,15.1305052,23.95906538,25.99945981,25.15576288,23.91538377,25.19417998,22.05721143,16.632009,12.2310686,15.16345999,16.84446805,21.75818484,19.00680054,24.20296712,23.89260755,24.84526752,16.0320332,27.44849779,33.1824783,26.12559537,19.88604917,19.07688532,19.42785995,16.62386138,12.87614949,15.67804987,13.07797763,13.62900486,9.958768516,5.341149301,,
Lower middle income,LMC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,17.89247907,21.21267821,26.59708491,44.53339112,33.76611489,33.1935914,29.13571395,26.71180337,37.18001954,36.1670092,20.88673834,17.45095882,14.6652265,12.36016574,11.73561453,11.62549985,10.91285372,9.356008871,8.907969406,8.953067169,11.65526963,13.72883546,16.72186539,20.18462528,18.87311836,21.72592182,23.12939589,22.74120931,24.50586969,26.49988692,29.94181581,35.07616118,42.96205978,49.66272512,59.12993604,75.3947718,92.14141971,83.01927642,82.04157192,78.26329115,70.59865379,66.40656913,62.39373747,60.88826721,59.12223449,59.37279537,58.60367659,54.59382541,57.71172131,64.13832763,63.18859713,55.29383145,
Low & middle income,LMY,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,17.01482942,22.74054193,29.01541663,32.50612503,22.12945186,22.93098803,21.0885496,21.61102949,27.19869249,28.00912884,18.88160881,16.5224934,14.17098816,14.62571536,13.38816062,12.2751376,12.88357397,11.97991982,12.22222717,14.27244491,17.67733494,17.91236824,20.09615748,21.9976404,23.58224442,27.42447525,29.06099491,27.53542423,28.36237733,30.31260214,33.83526739,40.57611761,49.1722586,61.25721836,76.87789664,92.76225262,112.8080222,122.6716775,134.5106511,128.8589221,121.5232824,114.4151684,108.8282129,99.58176809,96.91112551,88.87683832,83.97972511,77.44040226,76.6910378,77.61746857,74.75643992,73.90349848,
Lesotho,LSO,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,69.87386316,51.41152447,38.9410826,51.81906595,35.19152514,24.82816838,30.49250184,26.11159773,19.60421778,14.9316131,18.29535281,25.71370713,31.85388933,46.58900391,59.8536549,66.73985812,65.67115943,84.95987567,83.56210229,72.69553329,54.29345692,56.47092522,57.02817856,65.22511603,64.84103618,77.91021673,100.1466926,146.2849094,138.780658,195.9805344,188.5613181,111.0950761,110.5360177,114.6112409,118.5491823,104.7074855,68.12611348,43.72291362,49.78291983,48.88567404,42.02766176,43.54403993,42.62379709,
Late-demographic dividend,LTE,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,26.91154637,36.97796649,47.00227058,40.08083601,28.26415114,30.1867051,26.72703281,30.27187818,30.15264983,23.77894316,24.78228874,24.75317678,22.79784963,24.57455711,20.99773707,18.64637376,19.91446439,21.46680301,23.36144444,27.17615494,33.33575892,29.41193673,25.53753863,31.25630227,35.38491098,38.95073673,39.66322519,34.39899065,35.03887592,40.23238989,48.04715685,61.00214256,74.97912282,98.22170577,119.4722995,139.6330906,165.5724341,180.1201406,199.9838055,186.2494583,164.5776105,156.8446342,146.3754855,133.084289,137.9944469,123.7708357,118.6880096,110.3399568,109.253217,108.5279984,102.6236058,106.8667674,
Lithuania,LTU,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,15.6782663,21.29698185,23.91213308,33.30811319,16.45619355,16.33550556,10.86536779,11.15193084,11.17807085,8.368753092,4.816044058,4.348330556,2.878285969,1.910569786,2.150553204,2.714111475,3.575676122,3.960228648,3.467269064,9.340225693,14.88282472,16.83096243,17.77044946,20.10397577,16.28550065,16.72935118,17.85885035,19.60415721,25.55873272,24.1318657,45.8726323,57.31069346,77.14804399,97.4663012,101.5115786,115.5272478,119.2038969,108.1626465,95.32059599,86.86152139,67.29651904,50.58856082,47.85103761,46.99782814,51.2517499,52.72590838,51.26721368,48.52282764,48.02313701,54.78052022,54.53041745,49.93446277,
Monaco,MCO,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.368297877,27.49355469,35.80552163,36.97138403,36.80248764,33.81208245,13.40549322,15.64968911,12.08027961,12.76327776,13.68362362,14.28138836,22.24414947,26.92055415,29.57466667,39.63073001,44.90341241,39.84433594,36.35516899,37.67204917,47.27358602,45.46421295,36.85912893,28.82484248,35.47652415,40.23127976,41.11051923,41.91889991,47.79905884,43.18911254,46.01480886,
Madagascar,MDG,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,9.488432994,10.24073642,13.44623636,6.580303516,4.497581019,22.19669076,8.818148222,16.63971437,0.65186694,0.728973425,1.643868364,1.032710586,1.432232435,2.743467053,1.915286526,3.808109442,5.02771998,6.073506134,7.147741772,2.48804132,2.2736125,2.158527772,2.11954114,1.748830536,2.521070778,5.810238035,6.853378581,3.90029493,4.751121025,6.034303877,9.5201923,7.994746329,8.319425268,13.16495857,13.65181788,38.19160914,36.3027138,38.77959628,34.49666454,37.11832514,39.56769875,35.17025336,26.3943251,26.11135262,27.66117967,39.7637877,47.3017813,46.76162365,41.85993712,40.91279623,43.67906863,36.37659041,
Maldives,MDV,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,6.432410393,5.560261172,3.684114614,2.9456114,12.9190955,5.880706519,6.194704471,5.528101582,10.06692206,11.25007635,30.2509061,37.07510304,31.26851682,28.88710536,29.70923017,23.27551131,25.27464607,30.96334358,45.28214339,57.37692032,61.22680692,57.98063683,60.48626689,39.94179573,49.34159643,54.44899789,59.9409568,51.44265869,41.83155336,39.95647758,20.97785205,18.8737225,38.31769916,38.02884393,32.42724885,35.94871752,55.82450202,56.16261034,41.08259941,40.07786224,30.67318576,28.15284559,26.88930963,19.65516127,20.83845288,
Middle East & North Africa,MEA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,35.27892718,44.75491682,61.29357515,90.04887303,46.44306824,40.49511369,26.65366702,26.45134279,35.81242391,55.50969445,30.51664247,32.8331657,19.79153611,13.94498996,14.68149862,12.45431305,13.55339328,11.659898,11.62167122,13.94542028,18.48819661,24.17154182,29.57081064,31.54894914,32.07309948,36.28467931,42.47938722,39.02648049,38.12044962,43.31170089,51.33213379,57.94469156,73.44420001,82.15109896,105.6073771,143.1493141,166.5348638,181.3284401,183.6489754,190.2667731,179.7327015,165.4763124,148.1502978,140.0276941,128.1427764,104.2411231,97.61892731,91.02595726,83.7980024,69.38046095,66.65724365,73.57372923,
Mexico,MEX,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,12.86745027,15.5263552,15.74759808,13.64198889,10.31903646,5.815478322,6.176515995,6.320456107,7.18494778,7.252046023,6.339871681,2.060412221,5.14548676,8.439274238,5.850702999,6.602034932,12.48669395,6.364887609,7.169235973,9.767122581,15.80467664,17.04804777,19.18712698,4.603790739,10.2232028,12.39152321,19.38426206,18.61904208,17.12460521,19.97448593,22.11783943,26.19199409,29.62285127,30.56638753,33.96014625,34.40909204,34.7927249,38.39018562,40.55957739,39.29927919,42.42546474,38.7062235,35.93440459,36.49520075,33.4762555,32.66815945,30.32439032,29.11441032,30.04308906,33.0303524,34.9663801,33.49617201,
Marshall Islands,MHL,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,16.85487653,22.70375633,29.03063432,33.01014939,22.53817415,23.39300595,21.50831143,22.12558329,27.95255967,28.85873713,19.43249318,17.06975513,14.63390589,15.16704858,13.92431288,12.73270636,13.42049061,12.46447733,12.75993061,14.95668569,18.57361424,18.85194644,21.10175761,23.04111764,24.52654836,28.44870976,30.03884729,28.4815877,29.16045425,31.10567933,34.62187928,41.56157979,50.48123397,62.8117076,78.87660263,94.51007929,114.8387553,124.465375,136.603658,130.2615606,123.0059836,115.8460153,110.3609541,100.9813065,98.56640126,90.46625072,85.3821959,78.42338443,77.61587409,78.60675506,75.50123951,74.64042065,
North Macedonia,MKD,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5670728,15.07451414,21.54011507,14.71208833,22.72960143,22.46909431,31.98713553,31.09640153,53.32712415,46.86911706,49.47548637,35.04383741,44.96030118,57.30534492,54.24531833,48.64997392,43.61188537,44.12998883,43.50402331,44.69459149,40.78488851,40.98282829,36.51246168,36.62907961,32.79216768,37.88886996,40.56020035,39.96651259,38.79306601,35.60276823,
Mali,MLI,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,39.07514581,27.60215551,37.58299259,61.66366892,43.10263504,37.44827779,23.17715695,14.77637119,23.69517594,24.31009925,16.71300102,9.739130487,7.553075036,5.590184121,3.768818982,3.462313986,3.106117492,3.696827083,7.673886995,7.685738964,6.33115362,6.570274057,6.871799933,8.075273035,10.39056066,5.40204319,5.377226294,6.240539145,5.158382677,4.419715963,7.623183993,8.190323697,8.697459985,10.03713512,12.39129883,18.38967443,40.70462517,43.77123571,57.98450528,60.51263214,68.00194781,66.64143302,89.09875806,44.87375902,44.99683162,48.32042565,48.34923897,52.6151537,52.08562931,57.20764283,,,
Middle East & North Africa (excluding high income),MNA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,35.27892718,44.75491682,61.29357515,90.04887303,46.44306824,40.49511369,26.65366702,26.45134279,35.81242391,55.50969445,30.51664247,32.8331657,19.79153611,13.94498996,14.68149862,12.45431305,13.55339328,11.659898,11.62167122,13.94542028,18.48819661,24.17154182,29.57081064,31.54894914,32.07309948,36.28467931,42.47938722,39.02648049,38.12044962,43.31170089,51.33213379,57.94469156,73.44420001,82.15109896,105.6073771,143.1493141,166.5348638,181.3284401,183.6489754,190.2667731,179.7327015,165.4763124,148.1502978,140.0276941,128.1427764,104.2411231,97.61892731,91.02595726,83.7980024,69.38046095,66.65724365,73.57372923,
Montenegro,MNE,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.01445153,29.00409514,24.29727195,12.35083422,7.108043626,7.42666093,8.876812922,10.32631659,10.21610763,11.53156773,14.08586833,16.79766767,20.15928304,22.54655073,21.45799215,23.15119727,
Mongolia,MNG,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.433670213,17.03288732,20.27812914,29.68147066,30.14346852,33.05205829,14.194772,13.95546648,21.05026046,21.82814877,24.25641763,13.17776571,13.04167127,23.85834558,48.15458747,57.45287022,30.04597875,44.4148376,38.59033514,25.42015164,26.50407438,11.71579479,7.791293592,6.024204879,5.298426158,10.78810933,11.90848815,13.82114737,14.04589524,12.75499701,10.06514607,
Northern Mariana Islands,MNP,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,4.172541232,1.62169477,1.644416721,2.889070654,4.211680386,4.708712313,5.037181933,5.151476846,4.592006284,3.626440713,2.457402838,2.635856468,4.576806227,7.087668301,7.559362665,9.168885761,11.21954828,16.27286709,16.19095276,17.53653012,19.35906614,18.02299208,24.71996869,26.82702513,26.07978411,27.57109979,20.16845388,19.24455421,14.96941978,11.58243506,9.358982979,6.786914043,4.778439857,7.311167786,6.235213598,7.175348833,6.941810867,6.026857036,4.589746234,
Mauritania,MRT,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,19.28334843,24.07696732,40.19169769,61.87766158,25.35568149,20.15913248,9.754444613,11.93002924,16.50739842,17.50992268,17.29918544,12.72465774,8.651618301,6.153078973,4.332727485,3.025912031,3.823009437,2.94521873,4.422637814,2.775086105,3.256250587,3.094750467,2.26067331,1.954299957,3.760780082,5.933900899,8.198347122,2.179362801,1.544811523,2.107031478,1.769572119,3.310903983,1.372392063,1.685715917,3.084337731,12.46662012,8.075075897,6.967264133,7.570394154,8.09372149,13.42048492,22.64544322,22.06543657,14.02132566,16.46681355,16.70135598,16.67269373,17.88534961,19.15298661,26.11994533,42.35364604,,
Mauritius,MUS,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,155.3101308,195.5367603,157.8048162,274.1238239,318.0732881,137.8684243,66.86016205,28.02094295,15.81608825,26.8483722,9.906874192,10.02408933,6.294316396,6.894507037,7.311055608,23.76525429,46.05952942,56.2133681,66.71981394,81.64792219,92.25377835,89.06845519,86.6792555,70.20087558,62.69462947,65.68719742,53.09647602,45.01858365,57.92419724,94.58022931,98.31298405,61.12580521,49.69883278,49.04636249,37.76796991,37.35110089,32.28769887,27.56968684,31.63799327,33.0271896,28.20060423,28.54644865,28.17024649,30.73017883,41.347099,47.5093918,56.29891754,56.5518329,59.5616413,58.78819552,58.22666825,44.87741576,
Malawi,MWI,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,20.9714312,20.62942141,30.99399477,33.73540658,22.74992471,8.47520532,19.22736828,12.94317296,11.37261351,9.15019043,6.592077901,3.2985417,2.27449203,6.881828884,4.814305398,2.559500979,4.24682829,11.09886846,7.478888675,9.119457085,9.474344301,2.588041625,3.388963228,2.360968571,5.135475281,9.74515897,6.555869383,10.62515241,9.073110496,9.075486025,7.950563834,5.717999874,4.094658589,3.881784877,5.169941616,16.30291934,26.15976086,25.52434345,14.2668194,31.87272187,17.88357946,18.37519348,27.36127922,36.03988308,39.59908416,33.06835622,35.5346707,33.81516404,34.86831857,20.19848932,,,
Malaysia,MYS,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
